account,date,total_pnl,avg_pnl,win_rate,trade_count,total_volume,Classification,sentiment_score
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19,325441.97721599997,147.19221040976933,0.3722297602894618,2211,17917884.11,Fear,-1
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-19,126967.976166,4.764098013808112,0.3848636073693295,26651,41437969.8,Fear,-1
0x271b280974205ca63b716753467d5a371de622ab,2024-07-03,-1.0,-0.2,0.0,5,30351.0,Neutral,0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-07-03,215.754798,2.696934975,0.1,80,61379.82,Neutral,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-03,145563.448374,584.5921621445783,0.9518072289156626,249,438228.42,Neutral,0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03,-25991.506339,-19.856001786860197,0.3315508021390374,1309,13339126.17,Neutral,0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-07-03,0.16271999999999998,0.027119999999999995,0.16666666666666666,6,209.5,Neutral,0
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-07-03,-9125.157325,-2.3950544160104985,0.32545931758530183,3810,2942740.7,Neutral,0
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-07-03,-14505.50575,-371.9360448717949,0.0,39,307215.74,Neutral,0
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-07-03,62586.1816,38.09262422398053,0.20998174071819842,1643,4723983.0,Neutral,0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2023-03-28,0.0,0.0,0.0,3,477.0,Greed,1
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2023-11-14,0.0,0.0,0.0,2,46133.87,Greed,1
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-11-14,155.50335699999994,0.14909238446788106,0.2751677852348993,1043,11509295.89,Greed,1
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-03-09,-5564.01614,-206.07467185185183,0.3333333333333333,27,82312.05,Extreme Greed,2
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-03-09,0.0,0.0,0.0,88,99995.52,Extreme Greed,2
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-09,-7919.471032000002,-10.848590454794524,0.30684931506849317,730,4540452.9,Extreme Greed,2
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-09,187842.08419,61.76984024662939,0.8240710292666886,3041,11184217.49,Extreme Greed,2
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-09,2606.8947559999997,0.8474950442132638,0.21879063719115735,3076,23499792.29,Extreme Greed,2
